z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,hscFrac,strutFrac,dxFocal,dyFocal,slitFrac,slitFrac_dy,radiometricEffect,radiometricExponent,x_ilum,y_ilum,x_fiber,y_fiber,effective_radius_illumination,frd_sigma,frd_lorentz_factor,det_vert,slitHolder_frac_dx,grating_lines,scattering_slope,scattering_amplitude,pixel_effect,fiber_r,flux,chi2,chi2max
-29.056491737642673,1.9063245722999902,-0.04043701387031595,0.5115393729744735,0.5352298189928552,0.017427759196082325,-0.2165440648513894,0.01942857860250821,-0.08367242541376664,-0.19138685304735908,0.032539154750885944,0.009620615123438194,0.0011484767108706586,-0.06955446760363508,0.00011853985964246742,-0.009850040681469947,-0.015868003978188713,0.015355678348617608,0.032253084935607954,0.6880960006295727,0.09779977890792477,-0.17849347427239023,-0.047935248649350067,0.05110894829096165,0.05998831061081821,3.993534287700629e-05,3.992834994785193e-05,0.9767351213686905,0.9483580311029622,0.010521642596243197,-0.03969740890291419,0.9234802084209257,0.052374886286278656,0.6321732492378929,1.000497494514985,0.48301335323994304,100000.0,2.20661621710479,0.001618607212339506,0.37257496339192386,1.8108271337637007,0.9992537823236838,0.0,0.0
-29.100520649588493,1.8636000075485142,0.008152437769901488,0.4902780077902622,0.5267205034998361,0.012801570865937195,-0.22398750210950727,0.0012840670774194873,-0.09141654435433696,-0.18162584189622083,0.03299672427591317,0.010495308166609922,0.002405928268640992,-0.06638173538241318,-0.00040451428042168926,-0.010943652360414774,-0.01574563398000144,0.016238227816479774,0.03183251525323472,0.6888840135675826,0.09732912065300035,-0.1801601489676677,-0.042808718887798525,0.0513283388619499,0.059626783454855205,3.84694154643852e-05,3.8462767952115465e-05,0.9767348004387485,0.948358730337853,0.010521642596243197,-0.03969740890291419,0.9234805320310032,0.052374886286278656,0.6321732492378929,0.9988268029581794,0.4830130349899431,96325.36593669087,2.211939026819256,0.001602803036277438,0.372574642210012,1.8108271337637007,0.9992441388905894,0.0,0.0
-29.17659696339661,1.7885315714378822,0.0891801538404286,0.45331291403272367,0.5119510284243244,0.004712516852340871,-0.23670032859845574,-0.02825324233343878,-0.10385274015313395,-0.164547179633242,0.033746403627590016,0.012038329511638175,0.0045401386901858,-0.06101893029238868,-0.00130435727250408,-0.012716515730801615,-0.015534141030405131,0.017753174148400608,0.030999818541662887,0.6901736088071835,0.09657376722335174,-0.1828690888766529,-0.03373492922113845,0.05171689961048384,0.05907784289647648,3.5989857671745084e-05,3.59838111486738e-05,0.9767328082888997,0.9483599400869174,0.010521642596243197,-0.03969740890291419,0.9234808307011556,0.052374886286278656,0.6321732492378929,0.9962446596335717,0.482805287125273,100000.0,2.221202320771163,0.0015846764739323273,0.37257434781909315,1.8108271337637007,0.9992253700595696,0.0,0.0
-29.323945124761607,1.6393629904028768,0.24029852086880804,0.37843809941212136,0.48399060789777504,-0.011791976010383558,-0.2615338748944548,-0.07792583747353424,-0.12545509180231726,-0.13019504129984752,0.03506052023179503,0.015175951123337868,0.0087177141897542,-0.05085469902143823,-0.003067928325625242,-0.015856846313525266,-0.015082621292986365,0.02075288720958341,0.028818926772787433,0.6926152419428137,0.09537637284838343,-0.188069758803795,-0.01474624637567504,0.05250317836642591,0.058462922015449975,3.140403347034495e-05,3.1399178161484354e-05,0.9767312963791505,0.948362483350734,0.010521642596243197,-0.03969740890291419,0.9234806539514643,0.052374886286278656,0.6321732492378929,0.992160083140534,0.4825980243006029,51752.542515426794,2.2391446314224486,0.0015811175418242798,0.3725745331969889,1.8108271337637007,0.9991831067787438,0.0,0.0
-29.401106506460685,1.558867258196712,0.3148351000445944,0.33781790591979116,0.46954270874740583,-0.02082706626475134,-0.27449122649602825,-0.09961919269706399,-0.13505834698016134,-0.11156826728759969,0.035664417254378356,0.016899991569010526,0.010888824990146293,-0.045714164720593246,-0.003994716248119721,-0.01729539217720487,-0.01483071190530278,0.02234043642291946,0.027377381592566516,0.6938132236011922,0.09489639660326364,-0.19063364144519473,-0.004097201422481473,0.05293511108408862,0.05837057232068825,2.912880790156207e-05,2.9124589490320856e-05,0.9767301913893082,0.9483638899798857,0.010521642596243197,-0.03969740890291419,0.9234800659816461,0.052374886286278656,0.6321732492378929,0.9906152183072039,0.48239116407593274,100000.0,2.248594240935335,0.0015986055243358871,0.37257512588095143,1.8108271337637007,0.999157011335791,0.0,0.0
-29.56440290503643,1.3823317150757655,0.46298683159275045,0.246850829415247,0.4398980707467308,-0.04123314663721204,-0.3021945056421566,-0.13368132360952065,-0.15137232322960498,-0.07013648931698578,0.03672043186833982,0.02078404209329106,0.015541288497137647,-0.0352038167188613,-0.005989223156931492,-0.019864241942468424,-0.014234024482089382,0.025794450723779557,0.023440952958948724,0.6962435922732721,0.09429674600858522,-0.19594324721456133,0.02063131274967697,0.05390323926756134,0.05887205991847069,2.4652071938393587e-05,2.4649244737615252e-05,0.9767309654395939,0.9483671713943012,0.010521642596243197,-0.03969740890291419,0.9234776053920571,0.052374886286278656,0.6321732492378929,0.9888126178454125,0.48218618929126267,100000.0,2.2686157335382457,0.0016857705950726496,0.37257759698333354,1.8108271337637007,0.9990923246762533,0.0,0.0
-29.751115227669807,1.1673516553708367,0.6113712328354923,0.13312311577959277,0.4076772290067782,-0.06709329016230098,-0.3342708589045344,-0.14841558616526995,-0.16150717035453438,-0.018694633770154883,0.03746346611376529,0.025705209280843414,0.02093682526820863,-0.023999699231718723,-0.008332946553276946,-0.021785823197812963,-0.013430413011238342,0.029911173849005695,0.01715662588845504,0.6987541536790578,0.09445631110293078,-0.20163129381727551,0.05327594050609726,0.05512266038497317,0.06084173792136856,2.0222780301599993e-05,2.022163169390395e-05,0.9767363592398788,0.9483715066160892,0.010521642596243197,-0.03969740890291419,0.9234722260725957,0.052374886286278656,0.6321732492378929,0.9898287181114874,0.4821915975712627,93187.24240116241,2.29162051999793,0.0018895227072147274,0.3725829894222574,1.8108271337637007,0.9989984279438471,0.0,0.0
-29.92088233401446,0.9551930354776524,0.7196533821205834,0.017812246833890336,0.3803544641228544,-0.09371238226834498,-0.36387932808368906,-0.13171487394823042,-0.16001028225206626,0.03316550177430643,0.037554269733079376,0.030779133133299996,0.02592505112323247,-0.014844908354953522,-0.010544679040073411,-0.02225336690139138,-0.01255126981939817,0.03385167121448526,0.009233574651351238,0.7006838397590336,0.09565053132349981,-0.2062765859956822,0.08835616149167824,0.05637276182700256,0.06435988870439346,1.704849259283998e-05,1.704898078235653e-05,0.9767461896901066,0.9483761631583898,0.010521642596243197,-0.03969740890291419,0.9234641084431764,0.052374886286278656,0.6321732492378929,0.9946087770660526,0.48240720313593277,100000.0,2.3127043929234508,0.002204874190210887,0.37259112034963515,1.8108271337637007,0.998888087287233,0.0,0.0
-30.04631850157564,0.7849290170463069,0.7758679475635515,-0.07638735318383238,0.3615777561624607,-0.11579211156386131,-0.38583335396319085,-0.0947044027855432,-0.14969294179088835,0.07538734852245871,0.03714381732679688,0.03500457196903893,0.029604201371185086,-0.009013119888077204,-0.012221219468176506,-0.021494476641633516,-0.011795266768001581,0.036896811476799504,0.0016141523030394258,0.7017445760060036,0.0973838225343611,-0.20906363399785213,0.11852188534614216,0.05741144826642216,0.06832801831987814,1.5414358764230504e-05,1.5416138823924188e-05,0.9767549205103274,0.9483801166602714,0.010521642596243197,-0.03969740890291419,0.9234553897036973,0.052374886286278656,0.6321732492378929,1.0014028660208256,0.48241594603593274,100000.0,2.32849198781668,0.0025461497124354524,0.37259985003415175,1.8108271337637007,0.9987851092579938,0.0,0.0
-30.286597965950147,0.398822387332684,0.7948649617215013,-0.29933314234170694,0.3325042928247399,-0.1690297429680654,-0.4299983773356759,0.08011053772809376,-0.09362023541131348,0.17476176185594797,0.03429609926839771,0.0452245553384545,0.03709678146029958,-0.001256444958124124,-0.01579276154070812,-0.015702931880887273,-0.009800971576952058,0.043442339323729234,-0.020704732844847695,0.70268643975439,0.10434576696094908,-0.21296967411157572,0.19530801670532308,0.059899250592187224,0.08199116849160513,1.5174091560063793e-05,1.5178758471863094e-05,0.976792935130517,0.9483903239651557,0.010521642596243197,-0.03969740890291419,0.9234275927449872,0.052374886286278656,0.6321732492378929,1.0275828368827948,0.48368855166395347,60094.55095206339,2.359228901429583,0.0036476343109975106,0.37262767270815705,1.8108271337637007,0.9985036664558872,0.0,0.0
-30.32019883426421,0.3350179126854986,0.7817499430428247,-0.3371550042346715,0.3294783187462143,-0.17821903784001372,-0.43636894015661193,0.12180631112792424,-0.0795220050805985,0.19157444730984236,0.03355758481254967,0.04699789908395531,0.03817783236085694,-0.0007848375941557663,-0.016338225954623135,-0.014143561651464583,-0.009439813263657613,0.04446118895576502,-0.0250829905242151,0.7025965712044059,0.10591886324813245,-0.2131628038751441,0.20910248539895498,0.06032917702171369,0.08488232006500356,1.562749088661224e-05,1.5632625161985915e-05,0.9768004060405463,0.9483921484267157,0.010521642596243197,-0.03969740890291419,0.9234218249552252,0.052374886286278656,0.6321732492378929,1.0334830766113585,0.48390178784862364,100000.0,2.363647260684503,0.00387683560915689,0.37263344488046496,1.8108271337637007,0.9984497980548567,0.0,0.0
-30.439333722968318,0.06628749684849111,0.6710387411744527,-0.5002076168916367,0.32324747280562316,-0.21830765323981477,-0.4601550190828605,0.34235903531219924,-0.003638329148562776,0.2640116716587345,0.029484385451721253,0.054768123707615406,0.04225384590515215,-0.0015943391898414969,-0.01851301131528326,-0.005513879779406831,-0.007791079234427729,0.0485351718907374,-0.0459682028660373,0.7014327101532013,0.11403619819051285,-0.21261939159588367,0.2711345151052443,0.062204307466127026,0.09933009276531161,1.9257875798738675e-05,1.9264952766558137e-05,0.9768389449705742,0.9484003961429074,0.010521642596243197,-0.03969740890291419,0.9233934969662947,0.052374886286278656,0.6321732492378929,1.0637343405820605,0.4851749102266444,26375.202040964636,2.3797533067967103,0.005005076582911161,0.3726617917350872,1.8108271337637007,0.9981989426735988,0.0,0.0
-29.308892987393268,1.5308578096104248,-0.18453748450170804,0.5612563673352197,0.4060844116594664,0.024597474975968592,-0.20027622347277602,-0.10461441764337373,-0.03524069268443279,-0.16110442309351047,0.032849204840347986,0.013281462254893652,-0.0062845845619215815,-0.06962913243873392,-0.0008807598489905671,-0.003610509463288266,-0.018214971189980556,0.012439112311513026,0.04008487190594807,0.6757780337582239,0.09244837927732039,-0.1391836459148205,-0.0585902933434745,0.05275438140805643,0.04729041602790359,3.093916767701057e-05,3.0933554625256864e-05,0.9760903519485978,0.9483485626957485,0.010243894122543649,-0.06959429527613828,0.9234608313056969,0.07207309344602221,0.7766265383028803,1.0124977563735307,0.40171050852925466,100000.0,2.255535269929174,0.0018987697792039212,0.3725943552874333,1.8396582769112804,0.999016434921182,0.0,0.0
-29.35318733215139,1.4955306827684227,-0.1362298596203057,0.5403281634362768,0.39853128103130814,0.019904092981642856,-0.20733840376097207,-0.12251885705234411,-0.04302319559607032,-0.15313521337618288,0.03345400685432594,0.014044934161305523,-0.005170378783318332,-0.0664852831351474,-0.001245409137525709,-0.004736091431168671,-0.018122977631388888,0.013387902996652039,0.03971967260752026,0.6765478807104869,0.0919694393554954,-0.14071562786760816,-0.053640344883448314,0.0529432052309458,0.04686530842208153,2.9610750291313764e-05,2.9605419893041668e-05,0.976089757948655,0.9483490950676102,0.010243894122543649,-0.06959429527613828,0.9234614279457527,0.07207309344602221,0.7766265383028803,1.010794750815631,0.40170991716925464,96325.36593669087,2.260746916601012,0.0018794949593114376,0.37259376103928127,1.8396582769112804,0.9990049015166955,0.0,0.0
